腹膜透析液（乳酸盐）（华仁）[1.5% 2000ml](1.50% 2L*1袋),5.0
肾康注射剂(20ml*1支),45.0
◆氯化钾注射剂（大冢塑瓶）(1.0g/10ml*1瓶),155.0
血必净注射剂(10ml*1支),650.0
还原型谷胱甘肽注射剂（阿拓莫兰/针）(0.6g*1瓶),45.0
门冬氨酸钾注射剂（代甲）(1.712g/10ml*1支),9.0
复方曲肽注射剂(CO 81.2mg/2ml*1支),105.0
人血白蛋白注射剂（Baxter）(20.00% 10g/50ml*1瓶),16.0
地塞米松注射剂（山东）(5mg/1ml*1支),70.0
疏血通注射液(2ml*1支),6.0
头孢哌酮舒巴坦注射剂（舒普深）[限制](CO 1.5g[1.0：0.5]*1支),30.0
人血白蛋白注射剂（AlbuRx）(20.00% 10g/50ml*1瓶),20.0
门冬氨酸钾镁注射剂（潘南金）(CO 852mg/10ml*1支),20.0
美罗培南注射剂（中诺舒罗克）[特殊](0.5g*1瓶),128.0
垂体后叶注射剂(上海)(6单位/2ml*1支),16.0
复方氨基酸注射剂18AA-Ⅱ（法谱）(CO 28.5g/250ml*1瓶),9.0
蛇毒血凝酶注射剂（速乐涓）(1U/1ml*1支),7.0
莫西沙星氯化钠注射剂（拜复乐）[限制](0.4g*250ml),1.0
乌拉地尔注射剂（利喜定）(25mg/5ml*1支),56.0
呋塞米注射剂（天津金耀）(20mg/2ml*1支),29.0
碳酸氢钠注射剂 (0.5g/10ml*1支),7.0
精氨酸注射剂(5g/20ml*1支),2.0
氢氯吡格雷片（波立维）(75mg*7片),1.0
氨基酸注射剂（洛安命）(12.5g/250ml*1瓶),1.0
脑苷肌肽注射剂（欧迪美）(2ml*1支),110.0
米卡芬净注射剂（米开民）[特殊](50mg*1支),24.0
连花清瘟颗粒（以岭）(6g*10袋),4.0
氯化钠注射液[100ml](石家庄)(0.90% 100ml*1袋),1579.0
重组人脑利钠肽注射剂（新活素）(0.5mg*1支),3.0
门冬氨酸鸟氨酸注射剂（瑞甘/针）[大](2.5g*1支),22.0
前列地尔注射剂（凯时）(10ug/2ml*1支),4.0
氯化钠注射液[500ml](石家庄)(0.90% 500ml*1袋),592.0
葡萄糖注射剂(5%)[250ml](四川科伦)(5.00% 250ml*1袋),47.0
矛头蝮蛇血凝酶注射剂（巴曲亭）(1U*1支),11.0
◆灭菌注射用水（山东）[500ml](500ml*1瓶),180.0
泮托拉唑注射剂（诺森） (60mg*1瓶),45.0
环丙沙星氯化钠注射剂（西普乐）[非限制](0.2g/100ml*1瓶),14.0
甘露醇注射剂(四川科伦)(50g/250ml*1袋),26.0
吸入用布地奈德混悬液（普米克令舒）(1mg/2ml),2.0
◆肾上腺素注射剂(1mg/1ml*1支),2.0
二乙酰氨乙酸乙二胺注射剂（华北制药） (0.3g/5ml*1支),6.0
◆去乙酰毛花苷注射剂(成都)  (0.4mg/2ml*1支),1.0
人免疫球蛋白注射剂（PH4）（南岳） (2.5g/50ml*1瓶),50.0
肠内营养混悬液（SP）（百普力）(500ml*1瓶),1.0
沙丁胺醇注射剂(0.4mg/2ml*1支),21.0
阿托品注射剂（天津）(0.5mg/1ml*1支),4.0
重组人促红素（CHO细胞）注射剂（宁红欣） (3000IU/1ml*1支),3.0
◆丙泊酚中/长链脂肪乳注射剂(50ml)(0.5g/50ml*1支),6.0
◆多巴酚丁胺注射剂（上海）(20mg/2ml*1支),50.0
氢氯噻嗪片（山西）(25mg*100片),3.0
泮托拉唑注射剂（卓迪）   (42.3mg*1瓶),19.0
丁二磺酸腺苷蛋氨酸注射剂（思美泰）(0.5g*1支),12.0
脂溶性维生素Ⅱ/水溶性维生素组合注射剂(成都)(1盒),8.0
阿司匹林肠溶片（拜阿司匹灵）(0.1g*30片),1.0
氨溴索注射剂(沐舒坦)(15mg/2ml*1支),23.0
低分子量肝素钙注射剂（博璞青）(6000IU/0.6ml*1支),4.0
双歧杆菌四联活菌片（思连康）(0.5g*24片),5.0
利多卡因注射液(0.1g/5ml*1支),24.0
碳酸氢钠注射剂（回音必）(12.5g/250ml*1瓶),69.0
细辛脑注射剂(山西普德)(8mg*1支),265.0
兰索拉唑注射剂（奥维加）(30mg*1支),17.0
螺内酯片(20mg*100片),2.0
◆缩宫素注射剂（上海第一）(10U/1ml*1支),3.0
◆多索茶碱注射剂(山西普德)  (0.1g*1瓶),118.0
多巴丝肼片（美多芭）(CO 200mg/50mg*40片),1.0
复合辅酶注射剂（小）(100U/0.1mg*1支),18.0
左旋氨氯地平片（施慧达）(2.5mg*14片),2.0
◆瑞芬太尼注射剂（麻）(2mg*1支),62.0
维生素C注射剂(新华)(1g/5ml*1支),22.0
酪酸梭菌肠球菌三联活菌片（适怡）(200mg*12片),6.0
复方脑肽节苷脂注射剂（乐利聪）(CO 2ml*1支),55.0
庆大霉素注射剂（上海） [非限制](8万IU/2ml*1支),2.0
地西泮注射剂（精2）（天津）(10mg/2ml*1支),1.0
低分子量肝素钙注射剂（万脉舒）(4100AXaIU/0.4ml*1支),23.0
开塞露(20ml*1支),8.0
赖氨匹林注射剂 (0.9g*1瓶),14.0
拉贝洛尔注射剂（欣宇森）(50mg*1瓶),1.0
利奈唑胺注射剂（斯沃）[特殊](0.6g/300ml*1袋),8.0
肠内营养混悬液(TPF)(能全力)(1.5kcal/1ml*500ml),38.0
葡萄糖注射剂(10%)[500ml](四川科伦)(10.00% 500ml*1袋),2.0
罂粟碱注射剂（江苏恒瑞） (30mg/1ml*1支),6.0
丙氨酰-谷氨酰胺注射剂（多蒙特）(10g/50ml*1瓶),14.0
胸腺五肽注射液（和信）(10mg/1ml*1支),60.0
氨溴索注射剂（伊诺舒）(30mg/4ml*1支),15.0
磺苄西林注射剂（万普健） [限制](1g*1瓶),61.0
奥曲肽注射剂（力尔宁）(0.2mg/1ml*1支),27.0
埃索美拉唑钠注射剂（耐信/针）(40mg*1支),3.0
莫西沙星注射剂（南京）[限制](0.4g/20ml*1支),32.0
伏立康唑注射剂（丽福康）[特殊](0.1g*1瓶),8.0
六味安消胶囊(邦消安)(0.5g*36粒),8.0
◆肝素钠注射剂（常州）(12500U/2ml*1支),107.0
阿魏酸钠注射剂（海南双成）(0.15g*1瓶),-2.0
熊去氧胆酸胶囊（优思弗）(250mg*25粒),1.0
尼卡地平注射剂（佩尔）(10mg/10ml*1支),1.0
葡萄糖注射剂(5%)[500ml](四川科伦)(5.00% 500ml*1袋),93.0
◆舒芬太尼注射剂（麻）(50ug/1ml*1支),6.0
◆咪达唑仑注射剂（力月西）（精2）(10mg/2ml*1支),365.0
琥珀酰明胶注射剂（长源雪安）(20g/500ml*1瓶),8.0
◆葡萄糖注射剂（25%）[康乃尔] (5g/20ml*1支),174.0
哌拉西林他唑巴坦注射剂（华北）[限制](CO 1.25g[1.0：0.25]*1瓶),132.0
◆尿激酶注射剂（天津）(10万U*1支),10.0
万古霉素注射剂（稳可信）[特殊](500mg*1瓶),67.0
维生素K1注射剂(10mg/1ml*1支),6.0
葡萄糖酸钙注射剂(河北天成)(1g/10ml*1支),322.0
◆浓氯化钠注射液(海普)(1g/10ml*1支),31.0
阿糖腺苷注射剂（国药） (0.2g*1支),29.0
纳洛酮注射剂 1.2mg[小](1.2mg*1瓶),300.0
醒脑静注射剂（山禾） (10ml*1支),30.0
神经节苷脂注射剂（重塑杰） (20mg/2ml*1支),15.0
